"© Statistisches Landesamt Baden-Württemberg";"Böblinger Straße 68";"70199 Stuttgart";"Telefon:";"+49 711 641-2833";"Telefax:";"+49 711 641-2440";"https://www.statistik-bw.de/";;;;
"Landesinformationssystem (LIS)";"Abruf aus der Struktur- und Regionaldatenbank (SRDB)";;;;

"BIBER-Nr.:";"01515020";;;;
"Web-Abruf der Tabellen:";"R= Kürzel der Regionaleinheit (Spalte 1) und AGS (Spalte 2) ohne »08«.";;;;
"Bsp. Regierungsbezirk Stuttgart:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=RB1";;;;
"Bsp. Aidlingen:";"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=GS115001";;;;

"Titel:";"Bevölkerung, Gemeindegebiet und Bevölkerungsdichte";;;;

"Stichtag:";"31.12.2015";"31.12.2016";"31.12.2017";"31.12.2018";
"Erstellungsdatum:";"20.10.2016";"09.01.2018";"Stand 29.03.2019";"Stand 22.07.2019";

"https://www.statistik-bw.de/BevoelkGebiet/GebietFlaeche/01515020.tab?R=";;;;

"Bevölkerung:";"Ergebnisse der Bevölkerungsfortschreibung auf Basis Zensus 2011. Bei Städten und Gemeinden mit Landeserstaufnahmeeinrichtung für Flüchtlinge (LEA) kann es durch die hohe Zahl an Zu- und Fortzügen zu verfahrensbedingten Schwankungen in der amtlichen Bevölkerungsfortschreibung und der Ermittlung der amtlichen Einwohnerzahl kommen.";;;;
"Gemeindegebiet:";"Ohne die Flächen der gemeindefreien Gebiete Rheinau (Ortenaukreis) und Gutsbezirk Münsingen (Landkreis Reutlingen). Zum Berichtsjahr 2016 wurde die Flächenerhebung bundesweit auf die neue ALKIS-Nomenklatur umgestellt."
"Postleitzahl:";"Für jene Städte und Gemeinden, die über mehr als eine Postleitzahl verfügen, wurde diejenige übernommen, die dem Sitz (Hausanschrift) der Stadt-/Gemeindeverwaltung entspricht.";;;;

"Kürzel der Regionaleinheit";"Amtlicher Gemeindeschlüssel (AGS)";"Postleitzahl";"Regionalname";"Stichtag";"Bevölkerung insgesamt";"Gemeindegebiet ha";"Bevölkerungsdichte EW/km²"
"GS";"08128045";"97950";"Großrinderfeld";"31.12.2017";3958;5628;70
"GS";"08128047";"97947";"Grünsfeld, Stadt";"31.12.2017";3673;4472;82
"GS";"08128058";"97999";"Igersheim";"31.12.2017";5561;4283;130
"GS";"08128061";"97953";"Königheim";"31.12.2017";3005;6122;49
"GS";"08128064";"97900";"Külsheim, Stadt";"31.12.2017";5172;8143;64
"GS";"08128082";"97996";"Niederstetten, Stadt";"31.12.2017";4847;10405;47
"GS";"08128115";"97941";"Tauberbischofsheim, Stadt";"31.12.2017";13205;6929;191
"GS";"08128126";"97990";"Weikersheim, Stadt";"31.12.2017";7387;8093;91
"GS";"08128128";"97956";"Werbach";"31.12.2017";3289;4317;76
"GS";"08128131";"97877";"Wertheim, Stadt";"31.12.2017";22777;13859;164
"GS";"08128137";"97957";"Wittighausen";"31.12.2017";1654;3236;51
"GS";"08128138";"74744";"Ahorn";"31.12.2017";2209;5393;41
"GS";"08128139";"97922";"Lauda-Königshofen, Stadt";"31.12.2017";14561;9444;154
"GS";"08135010";"89561";"Dischingen";"31.12.2017";4316;7806;55
"GS";"08135015";"89547";"Gerstetten";"31.12.2017";11549;9243;125
"GS";"08135016";"89537";"Giengen an der Brenz, Stadt";"31.12.2017";19632;4407;445
"GS";"08135019";"89522";"Heidenheim an der Brenz, Stadt";"31.12.2017";49297;10709;460
"GS";"08135020";"89542";"Herbrechtingen, Stadt";"31.12.2017";13096;5863;223
"GS";"08135021";"89568";"Hermaringen";"31.12.2017";2182;1525;143
"GS";"08135025";"89551";"Königsbronn";"31.12.2017";7103;4544;156
"GS";"08135026";"89564";"Nattheim";"31.12.2017";6149;4499;137
"GS";"08135027";"89168";"Niederstotzingen, Stadt";"31.12.2017";4645;2981;156
"GS";"08135031";"89567";"Sontheim an der Brenz";"31.12.2017";5461;2892;189
"GS";"08135032";"89555";"Steinheim am Albuch";"31.12.2017";8576;8242;104
"GS";"08136002";"73453";"Abtsgmünd";"31.12.2017";7371;7157;103
"GS";"08136003";"73486";"Adelmannsfelden";"31.12.2017";1685;2290;74
"GS";"08136007";"73566";"Bartholomä";"31.12.2017";2026;2075;98
"GS";"08136009";"73560";"Böbingen an der Rems";"31.12.2017";4492;1222;368
"GS";"08136010";"73441";"Bopfingen, Stadt";"31.12.2017";11732;7696;152
"GS";"08136015";"73568";"Durlangen";"31.12.2017";2832;1044;271
"GS";"08136018";"73488";"Ellenberg";"31.12.2017";1720;3019;57
"GS";"08136019";"73479";"Ellwangen (Jagst), Stadt";"31.12.2017";24339;12738;191
"GS";"08136020";"73569";"Eschach";"31.12.2017";1759;2028;87
"GS";"08136021";"73457";"Essingen";"31.12.2017";6372;5849;109
"GS";"08136024";"73571";"Göggingen";"31.12.2017";2474;1138;217
"GS";"08136027";"74417";"Gschwend";"31.12.2017";4907;5452;90
"GS";"08136028";"73540";"Heubach, Stadt";"31.12.2017";9772;2578;379
"GS";"08136029";"73572";"Heuchlingen";"31.12.2017";1852;903;205
"GS";"08136033";"73460";"Hüttlingen";"31.12.2017";6095;1870;326
"GS";"08136034";"73574";"Iggingen";"31.12.2017";2580;1142;226
"GS";"08136035";"73489";"Jagstzell";"31.12.2017";2304;3795;61
"GS";"08136037";"73467";"Kirchheim am Ries";"31.12.2017";1867;2105;89
"GS";"08136038";"73466";"Lauchheim, Stadt";"31.12.2017";4711;4086;115
"GS";"08136040";"73575";"Leinzell";"31.12.2017";2052;211;971
"GS";"08136042";"73547";"Lorch, Stadt";"31.12.2017";10814;3428;315
"GS";"08136043";"73563";"Mögglingen";"31.12.2017";4280;1027;417
"GS";"08136044";"73557";"Mutlangen";"31.12.2017";6614;879;753
"GS";"08136045";"73450";"Neresheim, Stadt";"31.12.2017";7921;11851;67
"GS";"08136046";"73491";"Neuler";"31.12.2017";3164;3627;87
"GS";"08136049";"73569";"Obergröningen";"31.12.2017";463;586;79
"GS";"08136050";"73447";"Oberkochen, Stadt";"31.12.2017";7839;2355;333
"GS";"08136060";"73494";"Rosenberg";"31.12.2017";2652;4102;65
"GS";"08136061";"73577";"Ruppertshofen";"31.12.2017";1841;1421;130
"GS";"08136062";"73579";"Schechingen";"31.12.2017";2270;1187;191
"GS";"08136065";"73525";"Schwäbisch Gmünd, Stadt";"31.12.2017";60914;11378;535
"GS";"08136066";"73565";"Spraitbach";"31.12.2017";3348;1239;270
"GS";"08136068";"73495";"Stödtlen";"31.12.2017";1875;3118;60
"GS";"08136070";"73527";"Täferrot";"31.12.2017";1007;1201;84
"GS";"08136071";"73497";"Tannhausen";"31.12.2017";1808;1774;102
"GS";"08136075";"73485";"Unterschneidheim";"31.12.2017";4697;6807;69
"GS";"08136079";"73550";"Waldstetten";"31.12.2017";7077;2096;338
"GS";"08136082";"73463";"Westhausen";"31.12.2017";6042;3845;157
"GS";"08136084";"73499";"Wört";"31.12.2017";1425;1817;78
"GS";"08136087";"73469";"Riesbürg";"31.12.2017";2285;1797;127
"GS";"08136088";"73430";"Aalen, Stadt";"31.12.2017";67849;14658;463
"GS";"08136089";"73492";"Rainau";"31.12.2017";3295;2547;129
"GS";"08211000";"76530";"Baden-Baden, Stadt";"31.12.2017";54718;14019;390
"GS";"08212000";"76124";"Karlsruhe, Stadt";"31.12.2017";311919;17342;1799
"GS";"08215007";"75015";"Bretten, Stadt";"31.12.2017";29336;7110;413
"GS";"08215009";"76646";"Bruchsal, Stadt";"31.12.2017";44532;9319;478
"GS";"08215017";"76275";"Ettlingen, Stadt";"31.12.2017";39315;5675;693
"GS";"08215021";"76694";"Forst";"31.12.2017";7987;1146;697
"GS";"08215025";"75053";"Gondelsheim";"31.12.2017";3810;1486;256
"GS";"08215029";"76707";"Hambrücken";"31.12.2017";5475;1098;499
"GS";"08215039";"76709";"Kronau";"31.12.2017";5798;1090;532
"GS";"08215040";"75057";"Kürnbach";"31.12.2017";2349;1266;186
"GS";"08215046";"76316";"Malsch";"31.12.2017";14507;5124;283
"GS";"08215047";"76359";"Marxzell";"31.12.2017";5085;3492;146
"GS";"08215059";"75038";"Oberderdingen";"31.12.2017";10839;3357;323
"GS";"08215064";"76684";"Östringen, Stadt";"31.12.2017";13142;5328;247
"GS";"08215066";"76661";"Philippsburg, Stadt";"31.12.2017";13533;5054;268
"GS";"08215082";"75056";"Sulzfeld";"31.12.2017";4802;1875;256
"GS";"08215084";"76698";"Ubstadt-Weiher";"31.12.2017";13021;3665;355
"GS";"08215089";"75045";"Walzbachtal";"31.12.2017";9693;3668;264
"GS";"08215090";"76356";"Weingarten (Baden)";"31.12.2017";10472;2938;356
"GS";"08215094";"75059";"Zaisenhausen";"31.12.2017";1734;1009;172
"GS";"08215096";"76307";"Karlsbad";"31.12.2017";15835;3801;417
"GS";"08215097";"76703";"Kraichtal, Stadt";"31.12.2017";14682;8059;182
"GS";"08215099";"76676";"Graben-Neudorf";"31.12.2017";12083;2880;420
"GS";"08215100";"76669";"Bad Schönborn";"31.12.2017";13028;2410;541
"GS";"08215101";"76327";"Pfinztal";"31.12.2017";18209;3105;586
"GS";"08215102";"76344";"Eggenstein-Leopoldshafen";"31.12.2017";16565;2611;635
"GS";"08215103";"76689";"Karlsdorf-Neuthard";"31.12.2017";10601;1402;756
"GS";"08215105";"76351";"Linkenheim-Hochstetten";"31.12.2017";11750;2360;498
"GS";"08215106";"68753";"Waghäusel, Stadt";"31.12.2017";20817;4284;486
"GS";"08215107";"68794";"Oberhausen-Rheinhausen";"31.12.2017";9573;1892;506
"GS";"08215108";"76287";"Rheinstetten, Stadt";"31.12.2017";20417;3231;632
"GS";"08215109";"76297";"Stutensee, Stadt";"31.12.2017";24242;4568;531
"GS";"08215110";"76337";"Waldbronn";"31.12.2017";12897;1135;1137
"GS";"08215111";"76706";"Dettenheim";"31.12.2017";6544;3089;212
"GS";"08216002";"76474";"Au am Rhein";"31.12.2017";3295;1329;248
"GS";"08216005";"76467";"Bietigheim";"31.12.2017";6385;1390;459
"GS";"08216006";"76476";"Bischweier";"31.12.2017";3070;460;668
"GS";"08216007";"77815";"Bühl, Stadt";"31.12.2017";29000;7318;396
"GS";"08216008";"77830";"Bühlertal";"31.12.2017";8052;1767;456
"GS";"08216009";"76448";"Durmersheim";"31.12.2017";12255;2597;472
"GS";"08216012";"76477";"Elchesheim-Illingen";"31.12.2017";3234;1013;319
"GS";"08216013";"76596";"Forbach";"31.12.2017";4783;13186;36
"GS";"08216015";"76571";"Gaggenau, Stadt";"31.12.2017";29615;6501;456
"GS";"08216017";"76593";"Gernsbach, Stadt";"31.12.2017";14146;8203;172
"GS";"08216022";"76549";"Hügelsheim";"31.12.2017";5189;1490;348
"GS";"08216023";"76473";"Iffezheim";"31.12.2017";5139;1991;258
"GS";"08216024";"76456";"Kuppenheim, Stadt";"31.12.2017";8276;1808;458
"GS";"08216028";"77839";"Lichtenau, Stadt";"31.12.2017";4999;2761;181
"GS";"08216029";"76597";"Loffenau";"31.12.2017";2566;1706;150
"GS";"08216033";"76461";"Muggensturm";"31.12.2017";6188;1156;535
"GS";"08216039";"76470";"Ötigheim";"31.12.2017";4733;1098;431
"GS";"08216041";"77833";"Ottersweier";"31.12.2017";6492;2921;222
"GS";"08216043";"76437";"Rastatt, Stadt";"31.12.2017";49100;5898;833
"GS";"08216049";"76547";"Sinzheim";"31.12.2017";11223;2850;394
"GS";"08216052";"76479";"Steinmauern";"31.12.2017";3111;1242;251
"GS";"08216059";"76599";"Weisenbach";"31.12.2017";2489;907;274
"GS";"08216063";"77836";"Rheinmünster";"31.12.2017";6876;4250;162
"GS";"08221000";"69117";"Heidelberg, Stadt";"31.12.2017";160601;10889;1475
"GS";"08222000";"68159";"Mannheim, Universitätsstadt";"31.12.2017";307997;14497;2125
"GS";"08225001";"74740";"Adelsheim, Stadt";"31.12.2017";4935;4384;113
"GS";"08225002";"74858";"Aglasterhausen";"31.12.2017";4873;2284;213
"GS";"08225009";"74842";"Billigheim";"31.12.2017";5920;4894;121
"GS";"08225010";"74862";"Binau";"31.12.2017";1413;483;293
"GS";"08225014";"74722";"Buchen (Odenwald), Stadt";"31.12.2017";17851;13893;128
"GS";"08225024";"74864";"Fahrenbach";"31.12.2017";2755;1641;168
"GS";"08225032";"74736";"Hardheim";"31.12.2017";6735;8708;77
"GS";"08225033";"74855";"Haßmersheim";"31.12.2017";5000;1915;261
"GS";"08225039";"74746";"Höpfingen";"31.12.2017";2983;3048;98
"GS";"08225042";"74928";"Hüffenhardt";"31.12.2017";2077;1762;118
"GS";"08225052";"74838";"Limbach";"31.12.2017";4433;4359;102
"GS";"08225058";"74821";"Mosbach, Stadt";"31.12.2017";23288;6216;375
"GS";"08225060";"69427";"Mudau";"31.12.2017";4917;10749;46
"GS";"08225064";"69437";"Neckargerach";"31.12.2017";2280;1531;149
"GS";"08225067";"74865";"Neckarzimmern";"31.12.2017";1498;817;183
"GS";"08225068";"74867";"Neunkirchen";"31.12.2017";1830;1592;115
"GS";"08225074";"74847";"Obrigheim";"31.12.2017";5264;2425;217
"GS";"08225075";"74706";"Osterburken, Stadt";"31.12.2017";6520;4732;138
"GS";"08225082";"74749";"Rosenberg";"31.12.2017";2083;4094;51
"GS";"08225091";"74743";"Seckach";"31.12.2017";4159;2785;149
"GS";"08225109";"74731";"Walldürn, Stadt";"31.12.2017";11528;10591;109
"GS";"08225113";"69439";"Zwingenberg";"31.12.2017";704;472;149
"GS";"08225114";"74747";"Ravenstein, Stadt";"31.12.2017";2854;5597;51
"GS";"08225115";"74850";"Schefflenz";"31.12.2017";3930;3696;106
"GS";"08225116";"74869";"Schwarzach";"31.12.2017";2878;836;344
"GS";"08225117";"74834";"Elztal";"31.12.2017";5908;4662;127
"GS";"08225118";"69429";"Waldbrunn";"31.12.2017";4760;4429;107
"GS";"08226003";"68804";"Altlußheim";"31.12.2017";6017;1596;377
"GS";"08226006";"69245";"Bammental";"31.12.2017";6545;1216;538
"GS";"08226009";"68782";"Brühl";"31.12.2017";14264;1019;1400
"GS";"08226010";"69234";"Dielheim";"31.12.2017";8992;2267;397
"GS";"08226012";"69221";"Dossenheim";"31.12.2017";12477;1415;882
"GS";"08226013";"69412";"Eberbach, Stadt";"31.12.2017";14578;8115;180
"GS";"08226017";"74925";"Epfenbach";"31.12.2017";2424;1297;187
"GS";"08226018";"69214";"Eppelheim, Stadt";"31.12.2017";15250;570;2677
"GS";"08226020";"74927";"Eschelbronn";"31.12.2017";2659;823;323
"GS";"08226022";"69251";"Gaiberg";"31.12.2017";2356;415;568
"GS";"08226027";"69434";"Heddesbach";"31.12.2017";466;821;57
"GS";"08226028";"68542";"Heddesheim";"31.12.2017";11464;1471;780
"GS";"08226029";"69253";"Heiligkreuzsteinach";"31.12.2017";2615;1960;133
"GS";"08226031";"69502";"Hemsbach, Stadt";"31.12.2017";12010;1285;934
"GS";"08226032";"68766";"Hockenheim, Stadt";"31.12.2017";21739;3484;624
"GS";"08226036";"68549";"Ilvesheim";"31.12.2017";9222;589;1565
"GS";"08226037";"68775";"Ketsch";"31.12.2017";12758;1652;772
"GS";"08226038";"68526";"Ladenburg, Stadt";"31.12.2017";11532;1900;607
"GS";"08226040";"69514";"Laudenbach";"31.12.2017";6303;1029;613
"GS";"08226041";"69181";"Leimen, Stadt";"31.12.2017";27055;2064;1311
"GS";"08226046";"69254";"Malsch";"31.12.2017";3545;677;524
"GS";"08226048";"69256";"Mauer";"31.12.2017";3999;629;635
"GS";"08226049";"74909";"Meckesheim";"31.12.2017";5215;1633;319
"GS";"08226054";"69242";"Mühlhausen";"31.12.2017";8514;1530;556
"GS";"08226055";"74924";"Neckarbischofsheim, Stadt";"31.12.2017";4033;2640;153
"GS";"08226056";"69151";"Neckargemünd, Stadt";"31.12.2017";13373;2616;511
"GS";"08226058";"74933";"Neidenstein";"31.12.2017";1805;648;279
"GS";"08226059";"68809";"Neulußheim";"31.12.2017";7038;338;2079
"GS";"08226060";"69226";"Nußloch";"31.12.2017";11324;1358;834
"GS";"08226062";"68723";"Oftersheim";"31.12.2017";12115;1278;948
"GS";"08226063";"68723";"Plankstadt";"31.12.2017";10224;850;1202
"GS";"08226065";"69231";"Rauenberg, Stadt";"31.12.2017";8641;1112;777
"GS";"08226066";"74934";"Reichartshausen";"31.12.2017";2070;1000;207
"GS";"08226068";"68799";"Reilingen";"31.12.2017";7574;1635;463
"GS";"08226076";"69207";"Sandhausen";"31.12.2017";15024;1455;1032
"GS";"08226080";"69250";"Schönau, Stadt";"31.12.2017";4447;2249;198
"GS";"08226081";"69436";"Schönbrunn";"31.12.2017";2853;3447;83
"GS";"08226082";"69198";"Schriesheim, Stadt";"31.12.2017";15008;3161;475
"GS";"08226084";"68723";"Schwetzingen, Stadt";"31.12.2017";21546;2150;1002
"GS";"08226085";"74889";"Sinsheim, Stadt";"31.12.2017";35439;12699;279
"GS";"08226086";"74937";"Spechbach";"31.12.2017";1724;852;202
"GS";"08226091";"74915";"Waibstadt, Stadt";"31.12.2017";5741;2557;224
"GS";"08226095";"69190";"Walldorf, Stadt";"31.12.2017";15565;1991;782
"GS";"08226096";"69469";"Weinheim, Stadt";"31.12.2017";45114;5811;776
"GS";"08226097";"69257";"Wiesenbach";"31.12.2017";3127;1113;281
"GS";"08226098";"69168";"Wiesloch, Stadt";"31.12.2017";26779;3024;885
"GS";"08226099";"69259";"Wilhelmsfeld";"31.12.2017";3180;475;669
"GS";"08226101";"74939";"Zuzenhausen";"31.12.2017";2203;1164;189
"GS";"08226102";"74918";"Angelbachtal";"31.12.2017";5034;1792;281
"GS";"08226103";"68789";"St. Leon-Rot";"31.12.2017";13668;2556;535
"GS";"08226104";"74931";"Lobbach";"31.12.2017";2342;1491;157
"GS";"08226105";"68535";"Edingen-Neckarhausen";"31.12.2017";14075;1204;1169
"GS";"08226106";"74921";"Helmstadt-Bargen";"31.12.2017";3716;2795;133
"GS";"08226107";"69493";"Hirschberg an der Bergstraße";"31.12.2017";9964;1235;807
"GS";"08231000";"75175";"Pforzheim, Stadt";"31.12.2017";124289;9807;1267
"GS";"08235006";"72213";"Altensteig, Stadt";"31.12.2017";10523;5319;198
"GS";"08235007";"75382";"Althengstett";"31.12.2017";7898;1916;412
"GS";"08235008";"75378";"Bad Liebenzell, Stadt";"31.12.2017";9389;3378;278
"GS";"08235018";"75335";"Dobel";"31.12.2017";2299;1841;125
"GS";"08235020";"72224";"Ebhausen";"31.12.2017";4762;2456;194
"GS";"08235022";"72227";"Egenhausen";"31.12.2017";2012;1002;201
"GS";"08235025";"75337";"Enzklösterle";"31.12.2017";1218;2018;60
"GS";"08235029";"75391";"Gechingen";"31.12.2017";3682;1468;251
"GS";"08235032";"72221";"Haiterbach, Stadt";"31.12.2017";5749;2892;199
"GS";"08235033";"76332";"Bad Herrenalb, Stadt";"31.12.2017";7902;3301;239
"GS";"08235035";"75339";"Höfen an der Enz";"31.12.2017";1780;907;196
"GS";"08235046";"72202";"Nagold, Stadt";"31.12.2017";22209;6309;352
"GS";"08235047";"75387";"Neubulach, Stadt";"31.12.2017";5589;2469;226
"GS";"08235050";"75389";"Neuweiler";"31.12.2017";3107;5129;61
"GS";"08235055";"75394";"Oberreichenbach";"31.12.2017";2836;3598;79
"GS";"08235057";"75395";"Ostelsheim";"31.12.2017";2378;923;258
"GS";"08235060";"72229";"Rohrdorf";"31.12.2017";1937;392;494
"GS";"08235065";"75328";"Schömberg";"31.12.2017";8042;3721;216
"GS";"08235066";"72226";"Simmersfeld";"31.12.2017";2102;4416;48
"GS";"08235067";"75397";"Simmozheim";"31.12.2017";2940;951;309
"GS";"08235073";"75399";"Unterreichenbach";"31.12.2017";2395;630;380
"GS";"08235079";"75323";"Bad Wildbad, Stadt";"31.12.2017";10083;10522;96
"GS";"08235080";"72218";"Wildberg, Stadt";"31.12.2017";10012;5668;177
"GS";"08235084";"75385";"Bad Teinach-Zavelstein, Stadt";"31.12.2017";3089;2517;123
"GS";"08235085";"75365";"Calw, Stadt";"31.12.2017";23491;5988;392
"GS";"08236004";"75217";"Birkenfeld";"31.12.2017";10108;1904;531
"GS";"08236011";"75239";"Eisingen";"31.12.2017";4721;804;588
"GS";"08236013";"75331";"Engelsbrand";"31.12.2017";4452;1518;293
"GS";"08236019";"71292";"Friolzheim";"31.12.2017";4099;854;480
"GS";"08236025";"71296";"Heimsheim, Stadt";"31.12.2017";5111;1430;357
"GS";"08236028";"75428";"Illingen";"31.12.2017";7707;2937;262
"GS";"08236030";"75228";"Ispringen";"31.12.2017";6070;822;739
"GS";"08236031";"75249";"Kieselbronn";"31.12.2017";3000;863;348
"GS";"08236033";"75438";"Knittlingen, Stadt";"31.12.2017";7994;2633;304
"GS";"08236038";"75433";"Maulbronn, Stadt";"31.12.2017";6557;2544;258
"GS";"08236039";"71297";"Mönsheim";"31.12.2017";2824;1679;168
"GS";"08236040";"75417";"Mühlacker, Stadt";"31.12.2017";26008;5432;479
"GS";"08236043";"75305";"Neuenbürg, Stadt";"31.12.2017";8213;2815;292
"GS";"08236044";"75242";"Neuhausen";"31.12.2017";5244;2975;176
"GS";"08236046";"75223";"Niefern-Öschelbronn";"31.12.2017";12041;2202;547
"GS";"08236050";"75443";"Ötisheim";"31.12.2017";4701;1426;330
"GS";"08236061";"75447";"Sternenfels";"31.12.2017";2804;1731;162
"GS";"08236062";"75233";"Tiefenbronn";"31.12.2017";5373;1478;363
"GS";"08236065";"75446";"Wiernsheim";"31.12.2017";6654;2462;270
"GS";"08236067";"71299";"Wimsheim";"31.12.2017";2832;806;351
"GS";"08236068";"75449";"Wurmberg";"31.12.2017";3134;735;426
"GS";"08236070";"75210";"Keltern";"31.12.2017";9212;2982;309
"GS";"08236071";"75196";"Remchingen";"31.12.2017";11766;2406;489
"GS";"08236072";"75334";"Straubenhardt";"31.12.2017";11140;3308;337
"GS";"08236073";"75245";"Neulingen";"31.12.2017";6734;2319;290
"GS";"08236074";"75236";"Kämpfelbach";"31.12.2017";6373;1362;468
"GS";"08236075";"75248";"Ölbronn-Dürrn";"31.12.2017";3487;1564;223
"GS";"08236076";"75203";"Königsbach-Stein";"31.12.2017";10010;3371;297
"GS";"08237002";"72275";"Alpirsbach, Stadt";"31.12.2017";6388;6455;99
"GS";"08237004";"72270";"Baiersbronn";"31.12.2017";14565;18958;77
"GS";"08237019";"72280";"Dornstetten, Stadt";"31.12.2017";8107;2420;335
"GS";"08237024";"72186";"Empfingen";"31.12.2017";4026;1829;220
"GS";"08237027";"72184";"Eutingen im Gäu";"31.12.2017";5704;3282;174
"GS";"08237028";"72250";"Freudenstadt, Stadt";"31.12.2017";23150;8754;264
"GS";"08237030";"72293";"Glatten";"31.12.2017";2395;1552;154
"GS";"08237032";"72294";"Grömbach";"31.12.2017";619;1218;51
"GS";"08237040";"72160";"Horb am Neckar, Stadt";"31.12.2017";24882;11976;208
"GS";"08237045";"72290";"Loßburg";"31.12.2017";7419;7925;94
"GS";"08237054";"72285";"Pfalzgrafenweiler";"31.12.2017";7155;4469;160
"GS";"08237061";"72296";"Schopfloch";"31.12.2017";2580;1703;151
"GS";"08237072";"72299";"Wörnersberg";"31.12.2017";223;348;64
"GS";"08237073";"72297";"Seewald";"31.12.2017";2172;5849;37
"GS";"08237074";"72178";"Waldachtal";"31.12.2017";6009;2987;201
"GS";"08237075";"77776";"Bad Rippoldsau-Schapbach";"31.12.2017";2062;7315;28
"GS";"08311000";"79098";"Freiburg im Breisgau, Stadt";"31.12.2017";229636;15304;1501
"GS";"08315003";"79280";"Au";"31.12.2017";1431;400;358
"GS";"08315004";"79424";"Auggen";"31.12.2017";2804;1415;198
"GS";"08315006";"79189";"Bad Krozingen, Stadt";"31.12.2017";19457;3569;545
"GS";"08315007";"79410";"Badenweiler";"31.12.2017";4327;1303;332
"GS";"08315008";"79282";"Ballrechten-Dottingen";"31.12.2017";2384;661;361
"GS";"08315013";"79268";"Bötzingen";"31.12.2017";5359;1300;412
"GS";"08315014";"79283";"Bollschweil";"31.12.2017";2295;1643;140
"GS";"08315015";"79206";"Breisach am Rhein, Stadt";"31.12.2017";15474;5459;283
"GS";"08315016";"79874";"Breitnau";"31.12.2017";1761;3990;44
"GS";"08315020";"79256";"Buchenbach";"31.12.2017";3116;3898;80
"GS";"08315022";"79426";"Buggingen";"31.12.2017";4231;1531;276
"GS";"08315028";"79285";"Ebringen";"31.12.2017";2878;818;352
"GS";"08315030";"79356";"Eichstetten am Kaiserstuhl";"31.12.2017";3618;1230;294
"GS";"08315031";"79871";"Eisenbach (Hochschwarzwald)";"31.12.2017";2139;2877;74
"GS";"08315033";"79427";"Eschbach";"31.12.2017";2619;1003;261
"GS";"08315037";"79868";"Feldberg (Schwarzwald)";"31.12.2017";1977;2497;79
"GS";"08315039";"79877";"Friedenweiler";"31.12.2017";1982;2706;73
"GS";"08315041";"79286";"Glottertal";"31.12.2017";3281;3074;107
"GS";"08315043";"79288";"Gottenheim";"31.12.2017";2965;875;339
"GS";"08315047";"79194";"Gundelfingen";"31.12.2017";11723;1429;821
"GS";"08315048";"79258";"Hartheim am Rhein";"31.12.2017";4832;2605;185
"GS";"08315050";"79423";"Heitersheim, Stadt";"31.12.2017";6233;1171;532
"GS";"08315051";"79194";"Heuweiler";"31.12.2017";1113;403;276
"GS";"08315052";"79856";"Hinterzarten";"31.12.2017";2544;3337;76
"GS";"08315056";"79289";"Horben";"31.12.2017";1169;875;134
"GS";"08315059";"79241";"Ihringen";"31.12.2017";6092;2300;265
"GS";"08315064";"79199";"Kirchzarten";"31.12.2017";9830;2113;465
"GS";"08315068";"79853";"Lenzkirch";"31.12.2017";5062;5792;87
"GS";"08315070";"79843";"Löffingen, Stadt";"31.12.2017";7680;8802;87
"GS";"08315072";"79291";"Merdingen";"31.12.2017";2570;1440;179
"GS";"08315073";"79249";"Merzhausen";"31.12.2017";5418;276;1961
"GS";"08315074";"79379";"Müllheim, Stadt";"31.12.2017";18999;5791;328
"GS";"08315076";"79395";"Neuenburg am Rhein, Stadt";"31.12.2017";12395;4410;281
"GS";"08315084";"79254";"Oberried";"31.12.2017";2937;6632;44
"GS";"08315089";"79292";"Pfaffenweiler";"31.12.2017";2602;361;722
"GS";"08315094";"79274";"St. Märgen";"31.12.2017";1892;3332;57
"GS";"08315095";"79271";"St. Peter";"31.12.2017";2604;3593;72
"GS";"08315098";"79227";"Schallstadt";"31.12.2017";6276;1956;321
"GS";"08315102";"79859";"Schluchsee";"31.12.2017";2516;6943;36
"GS";"08315107";"79294";"Sölden";"31.12.2017";1272;380;335
"GS";"08315108";"79219";"Staufen im Breisgau, Stadt";"31.12.2017";8243;2332;353
"GS";"08315109";"79252";"Stegen";"31.12.2017";4440;2632;169
"GS";"08315111";"79295";"Sulzburg, Stadt";"31.12.2017";2771;2274;122
"GS";"08315113";"79822";"Titisee-Neustadt, Stadt";"31.12.2017";12232;8964;136
"GS";"08315115";"79224";"Umkirch";"31.12.2017";5731;872;657
"GS";"08315125";"79299";"Wittnau";"31.12.2017";1510;504;299
"GS";"08315130";"79244";"Münstertal/Schwarzwald";"31.12.2017";5091;6774;75
"GS";"08315131";"79238";"Ehrenkirchen";"31.12.2017";7401;3776;196
"GS";"08315132";"79232";"March";"31.12.2017";9217;1779;518
"GS";"08315133";"79235";"Vogtsburg im Kaiserstuhl, Stadt";"31.12.2017";5912;3736;158
"GS";"08316002";"79353";"Bahlingen am Kaiserstuhl";"31.12.2017";4259;1266;336
"GS";"08316003";"79215";"Biederbach";"31.12.2017";1754;3135;56
"GS";"08316009";"79211";"Denzlingen";"31.12.2017";13538;1694;799
